building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 0.44650283895699977, 1.8493456566776003, 0.016274275794727133, 99.98372572420527
10009, 0.28322570107548495, 1.454561187777491, 0.006282038395818675, 99.99371796160418
10014, 0.35663209218053377, 1.8869378120954208, 0.027483153844587854, 99.97251684615541
10019, 0.35613828953927223, 1.8814919923922504, 0.024414807580797754, 99.9755851924192
10029, 0.3952083253916822, 1.6142605787073234, 0.015247970113978576, 99.98475202988602
10031, 0.365391980673482, 1.8289402849895668, 0.013257519959932828, 99.98674248004006
10051, 0.8008070736007051, 2.7480364700667126, 0.08814455707360071, 99.9118554429264
10053, 0.38282902856135403, 1.6056804503399005, 0.011019040902679831, 99.98898095909732
10056, 0.8479777225045961, 2.8582757147710565, 0.09372409069608162, 99.90627590930391
10064, 0.2749978116885011, 1.3297295241596516, 0.008753245995389956, 99.99124675400462
building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 0.44650283895699977, 1.8493456566776003, 0.016274275794727133, 99.98372572420527
10009, 0.28322570107548495, 1.454561187777491, 0.006282038395818675, 99.99371796160418
10014, 0.35663209218053377, 1.8869378120954208, 0.027483153844587854, 99.97251684615541
10019, 0.35613828953927223, 1.8814919923922504, 0.024414807580797754, 99.9755851924192
10029, 0.3952083253916822, 1.6142605787073234, 0.015247970113978576, 99.98475202988602
10031, 0.365391980673482, 1.8289402849895668, 0.013257519959932828, 99.98674248004006
10051, 0.8008070736007051, 2.7480364700667126, 0.08814455707360071, 99.9118554429264
10053, 0.38282902856135403, 1.6056804503399005, 0.011019040902679831, 99.98898095909732
10056, 0.8479777225045961, 2.8582757147710565, 0.09372409069608162, 99.90627590930391
10064, 0.2749978116885011, 1.3297295241596516, 0.008753245995389956, 99.99124675400462
10075, 0.3299454553484675, 1.8643972068024248, 0.024291140358625563, 99.97570885964137
10079, 0.3287760731742729, 1.660428100049471, 0.01839035957992547, 99.98160964042007
building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 0.44650283895699977, 1.8493456566776003, 0.016274275794727133, 99.98372572420527
10009, 0.28322570107548495, 1.454561187777491, 0.006282038395818675, 99.99371796160418
10014, 0.35663209218053377, 1.8869378120954208, 0.027483153844587854, 99.97251684615541
10019, 0.35613828953927223, 1.8814919923922504, 0.024414807580797754, 99.9755851924192
10029, 0.3952083253916822, 1.6142605787073234, 0.015247970113978576, 99.98475202988602
10031, 0.365391980673482, 1.8289402849895668, 0.013257519959932828, 99.98674248004006
10051, 0.8008070736007051, 2.7480364700667126, 0.08814455707360071, 99.9118554429264
10053, 0.38282902856135403, 1.6056804503399005, 0.011019040902679831, 99.98898095909732
10056, 0.8479777225045961, 2.8582757147710565, 0.09372409069608162, 99.90627590930391
10064, 0.2749978116885011, 1.3297295241596516, 0.008753245995389956, 99.99124675400462
10075, 0.3299454553484675, 1.8643972068024248, 0.024291140358625563, 99.97570885964137
10079, 0.3287760731742729, 1.660428100049471, 0.01839035957992547, 99.98160964042007
10080, 0.3396165414270459, 1.6988149374848593, 0.01567536322755729, 99.98432463677244
10082, 0.3444834289507373, 1.7233259521476816, 0.018965435493812525, 99.98103456450619
building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 0.44650283895699977, 1.8493456566776003, 0.016274275794727133, 99.98372572420527
10009, 0.28322570107548495, 1.454561187777491, 0.006282038395818675, 99.99371796160418
10014, 0.35663209218053377, 1.8869378120954208, 0.027483153844587854, 99.97251684615541
10019, 0.35613828953927223, 1.8814919923922504, 0.024414807580797754, 99.9755851924192
10029, 0.3952083253916822, 1.6142605787073234, 0.015247970113978576, 99.98475202988602
10031, 0.365391980673482, 1.8289402849895668, 0.013257519959932828, 99.98674248004006
10051, 0.8008070736007051, 2.7480364700667126, 0.08814455707360071, 99.9118554429264
10053, 0.38282902856135403, 1.6056804503399005, 0.011019040902679831, 99.98898095909732
10056, 0.8479777225045961, 2.8582757147710565, 0.09372409069608162, 99.90627590930391
10064, 0.2749978116885011, 1.3297295241596516, 0.008753245995389956, 99.99124675400462
10075, 0.3299454553484675, 1.8643972068024248, 0.024291140358625563, 99.97570885964137
10079, 0.3287760731742729, 1.660428100049471, 0.01839035957992547, 99.98160964042007
10080, 0.3396165414270459, 1.6988149374848593, 0.01567536322755729, 99.98432463677244
10082, 0.3444834289507373, 1.7233259521476816, 0.018965435493812525, 99.98103456450619
